"district_id" "ocd_id" "district_type" "office_title" "figure_name" "nome_urna" "figure_id" "party_id" "url" "district_name" "party"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ALEXSANDRO ALVES RODRIGUES" "ALEX KENNEDY" "17222" "PSL" "https://www.facebook.com/Alex-Kennedy-Rodrigues-1757008327651710/" "Maranhão" "Partido Social Liberal"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ANTONIO FELICIANO DA SILVA" "FELICIANO DO BOMBOM" "50223" "PSOL" "NE" "Maranhão" "Partido Socialismo e Liberdade"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "HEMETERIO WEBA FILHO" "HEMETERIO WEBA" "11000" "PP" "https://www.facebook.com/hemeterioweba/" "Maranhão" "Progressistas"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MARCIAL LIMA DE ARRUDA" "MARCIAL LIMA" "28999" "PRTB" "https://www.facebook.com/marciallima/" "Maranhão" "Partido Renovador Trabalhista Brasileiro"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "RANILDO OLIVEIRA GOMES" "CORCORAN" "28111" "PRTB" "https://www.facebook.com/ranildo.gomes.33" "Maranhão" "Partido Renovador Trabalhista Brasileiro"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "EDMILSON CAMPOS" "EDMILSON CAMPOS" "20789" "PSC" "https://www.facebook.com/edmilsonvoxoficial/" "Maranhão" "Partido Social Cristão"
"Maranhão" "country:br/fed:ma" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MARIA DO SOCORRO ALMEIDA WAQUIM" "SOCORRO WAQUIM" "15900" "MDB" "https://www.facebook.com/professorasocorrooficial/" "Maranhão" "Movimento Democrático Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ANGELA MARIA EUFRAZIO VENTURA" "ANGELA SANTOS" "90055" "PROS" "NE" "Minas Gerais" "Partido Republicano da Ordem Social"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "SEBASTIÃO DE BARROS QUINTÃO" "SEBASTIÃO QUINTÃO" "15500" "MDB" "https://www.facebook.com/QUINTAOSEBASTIAO/" "Minas Gerais" "Movimento Democrático Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "SUELI VERDIANO XAVIER DE OLIVEIRA" "SUELI XAVIER" "31620" "PHS" "https://www.facebook.com/suelixavier.xavier" "Minas Gerais" "Partido Humanista da Soliedariedade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "JOSÉ LEONARDO COSTA MONTEIRO" "LEONARDO MONTEIRO" "1363" "PT" "https://www.facebook.com/depleomonteiro/" "Minas Gerais" "Partido dos Trabalhadores"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ALEX PERES CARVALHO BRANT" "ALEX BRANT LELECO" "20077" "PSC" "https://www.facebook.com/alex.brant.520" "Minas Gerais" "Partido Social Cristão"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "SILVANA MAIA DA SILVA" "SILVANA SILVA" "5512" "PSD" "https://www.facebook.com/silvanamaia.silva" "Minas Gerais" "Partido Social Democrático"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "MARCELO HENRIQUE TEIXEIRA DIAS" "MARCELO ALVARO ANTONIO" "1717" "PSL" "https://www.facebook.com/marceloalvaroantonio/" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "FERNANDO ANTÔNIO BEZERRA DA SILVA FILHO" "FERNANDO BEZERRA" "27333" "DC" "https://www.facebook.com/Candidato-DepEstadual-Fernando-Bezerra-27333-468373073633678/" "Minas Gerais" "Democracia Cristã"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "DANIEL CRISTIANO SOUZA" "DANIEL CRISTIANO" "21210" "PCB" "https://www.facebook.com/DanielCristiano21/" "Minas Gerais" "Partido Comunista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MARIA HELENA FERNANDES" "MARIA HELENA DA SAÚDE" "36866" "PTC" "https://www.facebook.com/profile.php?id=100007605155439" "Minas Gerais" "Partido Trabalhista Cristão"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ALEXANDRE JOSE QUIRINO" "CABO ALEXANDRE" "54012" "PPL" "https://www.facebook.com/caboalexandreoficial/" "Minas Gerais" "Partido Pátria Livre"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MAXSUEL DA SILVA DE OLIVEIRA" "MAX OLIVEIRA" "12321" "PDT" "https://www.facebook.com/maxoliveiraaoficial/" "Minas Gerais" "Partido Democrático Trabalhista"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "BRUNO ALEXANDRINO DE CASTRO RIBEIRO" "BRUNO RIBEIRO" "17278" "PSL" "NE" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MAISA MENDES DE OLIVEIRA BARROS" "MAISA BARROS" "20920" "PSC" "https://www.facebook.com/Maisa-Barros-1221358647893605/" "Minas Gerais" "Partido Social Cristão"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "FLORINDO DA COSTA BRASIL" "SUB TENENTE BRASIL" "9052" "PROS" "https://www.facebook.com/profile.php?id=100004514556605" "Minas Gerais" "Partido Republicano da Ordem Social"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CARMEM LÚCIA DE OLIVEIRA MAXIMIANO" "CARMEM LÚCIA" "65321" "PC do B" "https://www.facebook.com/CarmemLuciaItabira/" "Minas Gerais" "Partido Comunista do Brasil"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "MARY ELLEN DA SILVA CUNHA" "MARY ELLEN" "2851" "PRTB" "https://www.facebook.com/mary.ellen.37669528" "Minas Gerais" "Partido Renovador Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOELINA DE OLIVEIRA" "BELINHA PROFESSORA" "36807" "PTC" "https://www.facebook.com/bela.oliver.3" "Minas Gerais" "Partido Trabalhista Cristão"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JONATHAN MARQUES DE OLIVEIRA" "JONATHAN MARQUES" "29029" "PCO" "https://www.facebook.com/jonathan.marques.5855594" "Minas Gerais" "Partido da Causa Operária"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MARCO ANTONIO DE OLIVEIRA LACERDA" "DR. MARCO ANTONIO LACERDA" "18300" "REDE" "https://www.facebook.com/drmarcoantoniolacerda/" "Minas Gerais" "Rede Sustentabilidade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "LUCAS SOUZA FAVORETTI" "LUCAS FAVORETTI" "5181" "PATRI" "NE" "Minas Gerais" "Patriota"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CRISTIANO RODRIGUES DOS REIS" "CRISTIANO REIS" "17117" "PSL" "https://www.facebook.com/cristianoreispolitico" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "VERA LÚCIA LEMOS CAMPOS BOTELHO" "VERA LEMOS" "77877" "SOLIDARIEDADE" "https://www.facebook.com/VeraLemosParacatu/" "Minas Gerais" "Solidariedade"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "RAFAEL COSTA ESPESCHIT" "RAFAEL  ESPESCHIT" "17177" "PSL" "https://www.facebook.com/Rafael-Espeschit-597586637272373/" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ANA CAROLINA SILVEIRA RIVELLI MEDEIROS DE OLIVEIRA" "CAROL" "2577" "DEM" "NE" "Minas Gerais" "Democratas"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "SILVANIA DE SOUZA RIBEIRO" "SILVANIA RIBEIRO" "17031" "PSL" "https://www.facebook.com/silvania.ribeiro.142687" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "PAULO ANTONIO ANTUNES LIMA" "PAULA ANTONIO - PA" "36600" "PTC" "NE" "Minas Gerais" "Partido Trabalhista Cristão"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOÃO EVANGELISTA DA SILVA" "JOÃO MARTA" "55500" "PSD" "https://www.facebook.com/joao.marta1" "Minas Gerais" "Partido Social Democrático"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MAURO FRANCISCO LEITE" "PASTOR MAURO FRANC" "77800" "SOLIDARIEDADE" "https://www.facebook.com/mauro.franc.56" "Minas Gerais" "Solidariedade"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "REGINALDO PEREIRA ESPINDO" "REGINALDO PEREIRA ESPINDO" "17250" "PSL" "https://www.facebook.com/profile.php?id=100007530948515" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ANGELICA DE JESUS DA SILVA" "ANGELICA SILVA" "31024" "PHS" "NE" "Minas Gerais" "Partido Humanista da Soliedariedade"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "LILIANE CASSIMIRO" "LILIANE" "27724" "DC" "https://www.facebook.com/liliane.cassimiro" "Minas Gerais" "Democracia Cristã"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "JACQUES ANTONIO MOREIRA" "JACQUES BETIM" "1107" "PP" "https://www.facebook.com/jacquesantonio.moreira" "Minas Gerais" "Progressistas"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MARIA DAS GRAÇAS ALVES" "GRAÇA DO TIJUCA" "51666" "PATRI" "NE" "Minas Gerais" "Patriota"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "BRUNO FERREIRA DE PAIVA" "BRUNO PAIVA" "18180" "REDE" "https://www.facebook.com/brunnofpaiva/" "Minas Gerais" "Rede Sustentabilidade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "LUCIA ROSA DE MEDEIROS" "LUCIA MEDEIROS" "5473" "PPL" "NE" "Minas Gerais" "Partido Pátria Livre"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "HELEN CRISTINA BUTITIGOL PERRELLA" "HELEN PERRELLA" "65305" "PC do B" "https://www.facebook.com/helen.perrella" "Minas Gerais" "Partido Comunista do Brasil"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "SORAIA ALESSANDRA DA SILVA OLIVEIRA" "SORAIA OLIVEIRA" "17885" "PSL" "https://www.facebook.com/soraiaoliveira.05" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOSÉ MARIA NUNES" "DR. JOSÉ MARIA" "45600" "PSDB" "https://www.facebook.com/Dr-Jos%C3%A9-Maria-Candidato-Dep-Estadual-MG-237400867106060/" "Minas Gerais" "Partido da Social Democracia Brasileira"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "JOSÉ DAMASCO BENTO" "JOSÉ DAMASCO" "1712" "PSL" "https://www.facebook.com/Josedamascooficial/" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "FERNANDO DE SOUZA MEIRA" "FERNANDO MEIRA DA ONG" "3311" "PMN" "https://www.facebook.com/FernandoMeira2018/" "Minas Gerais" "Partido da Mobilização Nacional"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "RONAN BUENO DOS SANTOS" "PROFESSOR RONAN" "40299" "PSB" "https://www.facebook.com/ronan.buenosantos" "Minas Gerais" "Partido Socialista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "BENJAMIM ANTONIO MARTINS" "BENJAMIM DA DISTRIBUIDORA" "44234" "PRP" "https://www.facebook.com/benjamim.benjamim.104" "Minas Gerais" "Partido Republicano Progressista"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "SEBASTIÃO PAULO SOARES" "SEBASTIÃO PAULO" "14002" "PTB" "NE" "Minas Gerais" "Partido Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MESSALA ROBERTA MONTEIRO" "MEL MONTEIRO" "11999" "PP" "https://www.facebook.com/MelMonteiro11/" "Minas Gerais" "Progressistas"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CHARLES DOS SANTOS" "CHARLES SANTOS" "10100" "PRB" "https://www.facebook.com/charlessantos10100/" "Minas Gerais" "Partido Republicano Brasileiro"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "CELSO FRANCISCO OLIVEIRA DA SILVA" "CELSO ROCHA" "1489" "PTB" "https://www.facebook.com/celso.franciscooliveiradasilva" "Minas Gerais" "Partido Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "GERALDO CESAR SANTIAGO" "GERALDO DO TERÇO DOS HOMENS" "90099" "PROS" "https://www.facebook.com/Geraldo-do-Ter%C3%A7o-112997119360615/" "Minas Gerais" "Partido Republicano da Ordem Social"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ANDRE DOMINGOS GONÇALVES" "ANDRE DOMINGOS" "77373" "SOLIDARIEDADE" "https://www.facebook.com/contatoandredomingos/" "Minas Gerais" "Solidariedade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "VILMA COSTA DE ABREU" "VILMA COSTA" "1451" "PTB" "NE" "Minas Gerais" "Partido Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "LEONARDO VITOR DE OLIVEIRA" "LEONARDO VITOR MBL" "20045" "PSC" "https://www.facebook.com/leonardovitormg/" "Minas Gerais" "Partido Social Cristão"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ELIAS DOS REIS DE LIMA" "ELIAS LIMA" "3377" "PMN" "https://www.facebook.com/elias.lima.507" "Minas Gerais" "Partido da Mobilização Nacional"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "HUGO ELIAS DE LIMA DINIZ" "HUGO ELIAS" "77555" "SOLIDARIEDADE" "https://www.facebook.com/Hugo-Elias-520041971741478/" "Minas Gerais" "Solidariedade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "RÔMULO CALIXTO MAGALHÃES" "SÓ ALEGRIA" "1706" "PSL" "https://www.facebook.com/SOALEGRIA22222" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CASSIO ANTONIO ANATORIO" "CÁSSIO ANTÔNIO" "44550" "PRP" "NE" "Minas Gerais" "Partido Republicano Progressista"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "WARLEY EDUARDO DO NASCIMENTO" "WARLEY NASCIMENTO" "70400" "AVANTE" "https://www.facebook.com/Warley-Nascimento-1318707628162960/" "Minas Gerais" "Avante"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "RAPHAEL PAIVA RODRIGUES" "RAPHAEL RODRIGUES" "1810" "REDE" "https://www.facebook.com/RaphaelRodriguesMG/" "Minas Gerais" "Rede Sustentabilidade"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "WANDERSON JOSE RODRIGUES" "WANDERSON RODRIGUES DA RÁDIO" "28111" "PRTB" "https://www.facebook.com/WandersonRodriguesOamigodagente/" "Minas Gerais" "Partido Renovador Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ELCIO SILVA DE OLIVEIRA" "ELCIO TOLOBA" "40672" "PSB" "NE" "Minas Gerais" "Partido Socialista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "WHELTON PIMENTEL DE FREITAS" "LELECO PIMENTEL" "13579" "PT" "https://www.facebook.com/LelecoPimentelPT/" "Minas Gerais" "Partido dos Trabalhadores"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CÉLIO MARTINS DOS REIS" "CÉLIO DA CAÇAMBA" "65800" "PC do B" "https://www.facebook.com/Celio-da-Ca%C3%A7amba-Deputado-Estadual-65800-715718705433310/" "Minas Gerais" "Partido Comunista do Brasil"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOÃO LEITE DA SILVA NETO" "JOÃO LEITE" "45777" "PSDB" "https://www.facebook.com/joaoleiteBH/" "Minas Gerais" "Partido da Social Democracia Brasileira"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CLEITON DE OLIVEIRA" "CLEITON OLIVEIRA" "27700" "DC" "https://www.facebook.com/CleitonOliveira.RCC/" "Minas Gerais" "Democracia Cristã"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOSLANE FURBINO TEIXEIRA" "JO FURBINO ARO" "28628" "PRTB" "https://www.facebook.com/joslane.teixeira.5" "Minas Gerais" "Partido Renovador Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "CHARLES PEREIRA MALAQUIAS" "MALAQUIAS" "20380" "PSC" "NE" "Minas Gerais" "Partido Social Cristão"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "DULCINEIA MARTINS FREITAS" "CINEIA DO ZE ROBERTO" "36802" "PTC" "https://www.facebook.com/cineia.martins.96" "Minas Gerais" "Partido Trabalhista Cristão"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ELCI PEDRO OZORIO" "ELCI MICHAEL JACKSON" "3622" "PTC" "https://www.facebook.com/elcipedroozorio.pedro" "Minas Gerais" "Partido Trabalhista Cristão"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "DANIEL ARAUJO DO CARMO" "DANIEL DA BANCA" "50223" "PSOL" "NE" "Minas Gerais" "Partido Socialismo e Liberdade"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOSÉ NEWTON DE FARIA" "JOSÉ NEWTON" "19000" "PODE" "https://www.facebook.com/josenewtondefaria.faria" "Minas Gerais" "Podemos"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MILSON TEIXEIRA SANTANA" "PASTOOR MILSON SANT ANNA" "12077" "PDT" "https://www.facebook.com/PrMilsonSantanna/" "Minas Gerais" "Partido Democrático Trabalhista"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ENAGNÓLIA DA COSTA AGUIAR" "NÁ DE MATEUS" "12712" "PDT" "https://www.facebook.com/enagnolia.nademateus" "Minas Gerais" "Partido Democrático Trabalhista"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "WASHINGTON LUCIO DA SILVA" "WASHINGTON DO MICRO ÔNIBUS" "2837" "PRTB" "https://www.facebook.com/washington.lucio.528" "Minas Gerais" "Partido Renovador Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "MARIA DAS GRAÇAS OLIVEIRA" "VELOZ BETIM" "90060" "PROS" "https://www.facebook.com/gracaveloz/" "Minas Gerais" "Partido Republicano da Ordem Social"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ROBERTO CEZAR FERREIRA DA SILVA" "ROBERTO CÉZAR" "27890" "DC" "https://www.facebook.com/roberto.cezar.568" "Minas Gerais" "Democracia Cristã"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "RAIMUNDO BENONI FRANCO" "RAIMUNDO BENONI" "2360" "PPS" "https://www.facebook.com/raimundobenoni.franco" "Minas Gerais" "Partido Popular Socialista"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "LUIZ CESAR BARBABELLA MALTEZ" "BARBABELLA" "20520" "PSC" "https://www.facebook.com/luiz.cesar3" "Minas Gerais" "Partido Social Cristão"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ZILDA APARECIDA DE OLIVEIRA DIAS" "ZILDA DIAS" "2867" "PRTB" "NE" "Minas Gerais" "Partido Renovador Trabalhista Brasileiro"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "AFONSO VICTOR VIANNA DE ANDRADE" "PROFESSOR AFONSO VICTOR" "3138" "PHS" "https://www.facebook.com/Afonso-Victor-Vianna-de-Andrade-310930965781570" "Minas Gerais" "Partido Humanista da Soliedariedade"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "JOSÉ MAURÍCIO DO NASCIMENTO" "ZÉ MAURÍCIO" "65013" "PC do B" "https://www.facebook.com/pcdobzemauricio/" "Minas Gerais" "Partido Comunista do Brasil"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ANTONIO MARCOS LIMA MACIEL" "MARCOS LIMA POLICIAL FEDERAL" "1725" "PSL" "https://www.facebook.com/marcoslima2525" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ENEIAS JOSÉ DOS REIS" "ENEIAS REIS" "1780" "PSL" "https://www.facebook.com/eneiasreis2018/" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "PAULO ABI-ACKEL" "PAULO ABI ACKEL" "4545" "PSDB" "https://www.facebook.com/abiackelpaulo/" "Minas Gerais" "Partido da Social Democracia Brasileira"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "TANIA MARIA DE CASTRO" "TANIA CASTRO" "43690" "PV" "https://www.facebook.com/taniacastro2302" "Minas Gerais" "Partido Verde"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ALLAN EMMANUEL BARBOSA OTONI GONÇALVES GUEDES" "GUEDINHO" "1819" "REDE" "https://www.facebook.com/guedinhooficial/" "Minas Gerais" "Rede Sustentabilidade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "FLAVIO AUGUSTO GUIMARAES DOS SANTOS" "SARGENTO FLAVIO AUGUSTO" "1793" "PSL" "https://www.facebook.com/profile.php?id=100014971092519" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "LEANDRO TENORIO DE OLIVEIRA" "XINGOZINHO" "20234" "PSC" "https://www.facebook.com/vereadorxingozinho/" "Minas Gerais" "Partido Social Cristão"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "JULIARINA APARECIDA DA CRUZ PEREIRA" "JULIARINA CRUZ" "1913" "PODE" "https://www.facebook.com/JuliarinaCruzPereiraOficial/" "Minas Gerais" "Podemos"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "EDUARDO EMERSON ALVES COSTA" "EDUARDO EMERSON" "17120" "PSL" "NE" "Minas Gerais" "Partido Social Liberal"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "ADRIANA FERREIRA FERNANDES" "ADRIANA FERNANDES" "44544" "PRP" "https://www.facebook.com/adriana.fernandes.14203" "Minas Gerais" "Partido Republicano Progressista"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "EUTÁLIO BARCELOS CAMARGO" "CAMARGO DE VENDA NOVA GLU GLU" "28171" "PRTB" "https://www.facebook.com/Camargo-De-Venda-Nova-Gluglu-Gluglu-220461701926310/" "Minas Gerais" "Partido Renovador Trabalhista Brasileiro"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "LUIZ HUMBERTO CARNEIRO" "LUIZ HUMBERTO CARNEIRO" "45999" "PSDB" "https://www.facebook.com/luizhumberto.carneiro.77" "Minas Gerais" "Partido da Social Democracia Brasileira"
"Minas Gerais" "country:br/fed:mg" "REGIONAL_LEGISLATIVE" "Deputado do estado" "VERA CRISTINA DE OLIVEIRA" "VERA CRISTINA" "31310" "PHS" "NE" "Minas Gerais" "Partido Humanista da Soliedariedade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "BENEDITO RUBENS RENO BENE GUEDES" "BENÉ GUEDES" "3121" "PHS" "https://www.facebook.com/Ben%C3%A9-Guedes-1984297345178587/" "Minas Gerais" "Partido Humanista da Soliedariedade"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ELISETE INÁCIO DOS SANTOS" "PROFESSORA ELISTE" "1207" "PDT" "https://www.facebook.com/professoraelisete.inacio" "Minas Gerais" "Partido Democrático Trabalhista"
"Minas Gerais" "country:br/chamber-ed:mg" "NATIONAL_LEGISLATIVE" "Deputado" "ADEMIR CAMILO PRATES RODRIGUES" "ADEMIR CAMILO" "1531" "MDB" "https://www.facebook.com/DeputadoAdemirCamilo/" "Minas Gerais" "Movimento Democrático Brasileiro"
